screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
RowanMogan,Rowan Aleron Mogan,Malaysia,PNG//MY🏳️‍🌈⚧(He/Him/I'm/a/little/tea/pot),"Small little rant: okay, i know as a young trans boy, i wished i had more body hair but now that i'm a transman.

H… https://t.co/sEzNrTsgtN",yes,no,no,no,no,no
magnaswinghours,arlyn,she/they,21+ | magna swing supremacy,"i just find it ironic that my SIL disowned her transman son after he came out and constantly dead-names him, but sh… https://t.co/2mOdGllIDO",no,yes,yes,no,no,no
GodsGift_Siren,SIREN 🧜‍♂️🇳🇬,"Atlanta, GA",LGB(T)ransman | Taken By A Dope Ass ♊️ | Content Creator | TheUnderdog |    IG: selfmade_theking,"Ya fav transman couple 🏳️‍⚧️🏳️‍⚧️🏳️‍⚧️🏳️‍⚧️🏳️‍⚧️

 #transmanthirstdae #poly #pan
#transniggathirstdae #lgtbq https://t.co/iCMy8r5Lz1",no,no,no,no,no,no
CloudBandit1k,DeMarcus ‼️,"Oakland, CA",Captain DickHead,Saying you’d make a cute stud to a transman is NOT a compliment 🧍🏾‍♂️,no,no,no,no,no,no
plutoxsunflwrs,pluto (current vessel for the elder god),bed,what’d i have for breakfast? bang. what’d i have for lunch? bang. what’d i have for dinner? ... a felony. 17. he/they. don’t be a bigot.,wait does this mean i should put transman as my gender identity on my housing application- https://t.co/jKRl3nEV3g,yes,no,yes,no,no,no
SapphicWelding,Rose - Officially an EIT! 👩‍🔧🔧🧪,"she/her, trains gener","Amazon, Blue Origin, Washington Post","a transman, transwoman, and a cis guy living together sounds like a sitcom",no,yes,no,no,no,no
Emb4lm1ng_v0mit,Morteus,,"🧠Morteus/Nilly
👁7teen
🎯it/it's , h3/h1m
🦂Autistic 
⚰White",Wip ill finish this tomorrow anyway hi new followers rye is a transman i think and him and licorice are just an emo… https://t.co/6IVkzCGZKU,no,no,no,yes,no,no
MindfullMoms,AssignedMother@Birth,Outside the echo chamber,"Born skeptical. Psychiatry, Psychology,  & the medical complex should not be trusted unconditionally. Skills, not pills.",@Sara_James2 Actually the Dutch clinic did a longitudal study on one adult trans man who had early onset gender dys… https://t.co/4RcOO1IMQ8,no,no,no,no,no,no
REXEXSILIUM,𝐊𝖎𝖓𝖌 🏹 -: ✧ :-,19. he/him. spoilers.,ᅠ ᅠ ᅠ ᅠ ᅠ ᅠ ᅠ ᅠ ᅠ ᅠ * SHE HOPES I’M 𝗖𝗨𝗥𝗦𝗘𝗗 FOREVER TO SLEEP ON A 𝑻̲𝑾̲𝑰̲𝑵̲-𝑺̲𝑰̲𝒁̲𝑬̲𝑫̲ 𝑴̲𝑨̲𝑻̲𝑻̲𝑹̲𝑬̲𝑺̲𝑺̲ || (stans dni),"･ﾟ:*＃⃠𝘰𝘰𝘤

Me: ... how to drop very subtle hints abt King being a transman w/o it being weird...

My brain: say he… https://t.co/oX2kzz809U",yes,yes,no,no,no,no
HaveAWordWillU,peter,,"Optimistic nihilist, citizen of earth, science is real & oh, you're probably not a racist... Don't believe the hype",@RosieCatherineK @BiGoblinArtist @LoveStopsHatred @Patrici16650999 @GCBiphobia @DavidPaisley The transman shouldn’t… https://t.co/3V7jdsSMbY,no,no,no,no,no,no
RioMorenomocha,Rio MorenoMocha,Los Angeles/Chicago,32yr old Chicagoan living in LA,"@angelenoxx Never been with a transman, but definitely want to",no,no,no,no,no,no
UwURoseW,Rose,,Rose - 16 - Trans - Bi - Switch(sub +) - Dm open,"RT @lucidbaker: Connor
• 17
• He/Him (Transman) 
• Single
• Bisexual
• Switch (Dom++)
• Some TW’s
• Some NSFW
• no weird fonts
↺ to be moot…",no,no,no,no,no,no
KITTENSD0LL,athena ༄,eng-esp,good girls go to hell — 🩸,"RT @lucidbaker: Connor
• 17
• He/Him (Transman) 
• Single
• Bisexual
• Switch (Dom++)
• Some TW’s
• Some NSFW
• no weird fonts
↺ to be moot…",no,no,no,no,no,no
BxyPxppy,Pxppy_bxy,,"used to be @/pxppy_love but got deleted :(
17|they/he| switch| poly| queer 
 -15 or 20+ dni","RT @lucidbaker: Connor
• 17
• He/Him (Transman) 
• Single
• Bisexual
• Switch (Dom++)
• Some TW’s
• Some NSFW
• no weird fonts
↺ to be moot…",yes,no,yes,no,no,no
xuxiwng,ky || preorder hot sauce 📌,she/her ! 21,"#taeyong just gifted me a ladybug on animal crossing pocket camp…and what do YOU do successfully???
sm commission link: https://t.co/xTLcXeGBZm","my mom was talking about a ""girl"" who is a transman now and that he used to dressed as a man but now likes to dress… https://t.co/H6EXaLYiyD",no,yes,no,no,no,no
karjapaimen,:^),,,"@raingoats98 @PeopleMover17 If it's not relevant to the conversation and you're not my doctor, being called a trans… https://t.co/4kyDnOksWK",no,no,no,no,no,no
Steele_Nation,Diego Steele,,Naturally abrasive. Bibliophile. Ill-disposed to nonsense. Assigned Impatient at Birth 😜,@BiGoblinArtist @RosieCatherineK @HaveAWordWillU @LoveStopsHatred @Patrici16650999 @GCBiphobia @DavidPaisley Said t… https://t.co/GOocvJ5beL,no,no,no,no,no,no
Porrohman1,Restless Native,"Stirling, Scotland","Politically homeless.
Immediately blocking anyone using the ridiculous phrases Scexit and Once in a Generation. Also blocking Covidiots. 
#Dissolvetheunion","@business_noone @Saorsa14377096 @keithtribe A pre op Transman?
That wouldn't be a woman by any chance? 😁
Of course,… https://t.co/UVZAGXSrm0",no,no,no,no,no,no
